Hour,Temperature,Load
17,83.92,1838146
18,83.4,1833184
19,82,1785149
20,80.76,1770765
21,80.08,1732299
22,79.64,1605359
23,79.44,1435731
24,79.16,1273232
01,78.84,1129155
02,78.6,1051557
03,78.16,1001046
04,77.76,974386
05,77.6,976530
06,77.44,1056995
07,77.28,1222808
08,77.36,1260703
09,79,1266132
10,81.48,1371912
11,83.8,1512711
12,85.48,1640850
13,86.96,1759198
14,87.84,1866951
15,88.04,1937711
16,88.08,1995109
17,87.12,2029508
18,86.08,2014713
19,83.72,1909825
20,81.04,1792876
21,79.4,1701690
22,78.24,1542449
23,77.2,1380620
24,75.96,1212257
01,75.24,1057739
02,74.52,951260
03,73.92,890743
04,73.84,855098
05,73.6,838744
06,73,847240
07,72.48,887284
08,72.64,954747
09,75.56,1098471
10,79.64,1300897
11,82.56,1488697
12,84.56,1670998
13,86.48,1831504
14,87.6,1957249
15,88.24,2043743
16,88.2,2093247
17,88.16,2101934
18,86.36,2065457
19,84.16,1955099
20,81.16,1850080
21,79.72,1764399
22,78.12,1595238
23,77.72,1425909
24,77,1264518
01,76.12,1111067
02,75.2,1010937
03,74.96,942121
04,74.28,896106
05,74.12,868386
06,73.96,867954
07,73.48,897290
08,73.88,962130
09,77.24,1137919
10,81,1362398
11,83.8,1567698
12,86,1765810
13,87.6,1945912
14,88.52,2073527
15,88.76,2147360
16,88.88,2176939
17,88.44,2167821
18,87,2146972
19,84.2,2055007
20,81.96,1984192
21,80.28,1907187
22,79.36,1700586
23,78.52,1485926
24,78.04,1282358
01,77.56,1124103
02,77.08,1030439
03,76.76,972043
04,76.32,935122
05,76.12,932244
06,75.6,1000322
07,75.28,1163158
08,75.84,1198323
09,78.04,1214676
10,81.08,1344490
11,82.88,1499547
12,84.48,1661092
13,85.96,1800365
14,86.48,1909087
15,87.24,1979771
16,86.28,2033193
17,86.16,2069329
18,85.04,2071463
19,82.88,1998690
20,81.24,1952420
21,79.92,1884800
22,79.08,1707601
23,78.28,1491287
24,77.52,1283757
01,76.8,1125574
02,76.44,1039182
03,75.76,981974
04,75.72,950657
05,75.76,950570
06,75.68,1027041
07,75.68,1194044
08,76,1231253
09,78.56,1231360
10,81.32,1340817
11,83.2,1479114
12,84.56,1620173
13,85.68,1746734
14,86.08,1840735
15,85.36,1887750
16,85.4,1874380
17,84.44,1951137
18,82.92,1944398
19,81.48,1874091
20,80.32,1847042
21,79.32,1795056
22,78.92,1629059
23,78.24,1429762
24,77.64,1238556
01,77,1084888
02,76.36,999699
03,75.52,943247
04,75.2,916093
05,74.84,908829
06,74.68,972854
07,73.8,1141291
08,74.24,1166634
09,77.4,1169642
10,80.8,1287426
11,82.84,1432475
12,84.28,1579811
13,85.96,1721495
14,85.88,1832177
15,86.52,1905365
16,86.36,1953758
17,86.4,1934223
18,84.8,1940949
19,82.76,1932094
20,80.28,1883344
21,78.96,1807068
22,77.8,1623042
23,77.12,1410820
24,76.2,1198017
01,75.24,1032677
02,74.6,938065
03,74.08,879391
04,73.36,845386
05,73.12,839615
06,72.72,904429
07,72.32,1070558
08,72.76,1097814
09,76.04,1098124
10,80.04,1211112
11,82.36,1362830
12,83.88,1507601
13,85.16,1647335
14,85.76,1766988
15,86.6,1851719
16,85.92,1913737
17,86.12,1960706
18,85.2,1972754
19,82.64,1894042
20,79.28,1830323
21,77.84,1741871
22,76.92,1565487
23,76,1355988
24,75.28,1151135
01,74.24,989463
02,73.32,890385
03,72.4,834302
04,71.28,800459
05,70.8,794263
06,70.28,861618
07,69.88,1019604
08,70.12,1056892
09,74.72,1060262
10,79.12,1163841
11,81.92,1320187
12,83.52,1475198
13,84.48,1630651
14,85.64,1767446
15,86.44,1875180
16,86.76,1946811
17,86.4,1989718
18,85.28,1976065
19,82.36,1872804
20,79.36,1778211
21,77.84,1670896
22,76.88,1519848
23,75.32,1353587
24,74.24,1190006
01,73.84,1037773
02,72.84,940909
03,72.24,870756
04,71.24,827458
05,70.76,807903
06,70.72,814737
07,70.48,857712
08,70.76,927086
09,74.6,1051129
10,79.6,1241374
11,82.92,1437011
12,84.88,1633101
13,86.8,1806369
14,87.88,1935204
15,88.24,2003546
16,88.48,2047161
17,88.04,2072689
18,86.6,2040356
19,83.6,1936437
20,80.56,1854773
21,78.84,1757161
22,77.96,1587095
23,76.36,1419742
24,74.88,1249242
01,74.68,1087954
02,73.8,983447
03,72.76,916014
04,72.36,867445
05,71.64,842352
06,71.64,835540
07,70.88,861685
08,71.32,924869
09,74.88,1074939
10,80.04,1291629
11,83.72,1493385
12,85.76,1710593
13,87.2,1901983
14,88.28,2037851
15,88.68,2116847
16,87.96,2149589
17,86.76,2085512
18,84.68,2018837
19,81.6,1949182
20,79,1891081
21,77.64,1788520
22,76.68,1597717
23,75.4,1388453
24,74.52,1189452
01,74.08,1032948
02,72.84,939980
03,72.48,880499
04,71.88,840913
05,71.36,837068
06,71.24,904040
07,70.6,1066266
08,70.68,1105775
09,74.12,1098063
10,78.28,1202838
11,81.92,1363056
12,84.64,1542764
13,85.84,1715320
14,87,1856971
15,88,1969385
16,88.32,2048013
17,88,2045521
18,85.8,2041805
19,82.56,2009380
20,79.6,1968099
21,78.44,1859519
22,77.72,1662327
23,75.76,1440735
24,75.16,1229531
01,74.2,1065534
02,73.28,961009
03,72.76,902492
04,72.16,864110
05,71.6,855216
06,71.52,924630
07,71.36,1087389
08,71.48,1115467
09,74.12,1097268
10,78.24,1194647
11,81.76,1355825
12,84.24,1535280
13,86.12,1711381
14,87,1853084
15,87.16,1941410
16,86.68,1984564
17,86.44,2012109
18,85.16,1994733
19,82.16,1927972
20,79.96,1895267
21,78.64,1815620
22,77.52,1630608
23,76.48,1416350
24,75,1210816
01,74.24,1048766
02,73.36,953743
03,72.6,894323
04,72.2,864755
05,71.96,866740
06,71.96,938379
07,71.84,1110285
08,71.68,1142240
09,73.8,1123221
10,76.76,1197764
11,79.16,1312844
12,80.96,1439753
13,82.36,1567685
14,83.96,1682025
15,84.92,1772946
16,84.76,1844551
17,84.64,1902292
18,83.04,1917775
19,80.48,1853379
20,78.72,1824981
21,77.04,1746727
22,76.4,1574673
23,75.2,1373778
24,74.6,1176381
01,73.92,1019511
02,73.4,937848
03,72.96,886266
04,72.64,862061
05,72.48,867317
06,72.12,943711
07,71.76,1126607
08,72,1171118
09,73.24,1137019
10,75.84,1188533
11,79.16,1301525
12,81.76,1444684
13,83.12,1586030
14,84.48,1705315
15,85.56,1789982
16,85.8,1872526
17,84.6,1939436
18,83.36,1946441
19,81.2,1878715
20,79.28,1855990
21,78.12,1771213
22,77,1604106
23,75.84,1410590
24,75.04,1222332
01,74.68,1065008
02,73.92,972424
03,73.52,918640
04,72.8,884791
05,72.4,880979
06,72.16,940822
07,72,1092091
08,72.08,1139714
09,74,1129264
10,76.52,1214541
11,80.48,1352809
12,83.72,1522940
13,85.36,1685098
14,86.96,1821821
15,87.64,1927758
16,87.48,1940971
17,87.04,1968634
18,85.52,1991255
19,82.64,1890543
20,79.84,1809755
21,78.72,1698952
22,77.92,1548181
23,76.72,1396739
24,76,1233624
01,75.44,1084056
02,74.36,983675
03,73.44,915978
04,73.24,878229
05,72.4,857353
06,72.4,863242
07,72.2,903935
08,72.08,968409
09,75.32,1104692
10,79.32,1288538
11,82.84,1486276
12,85.28,1689759
13,86.88,1864011
14,87.24,1961179
15,88.12,2029151
16,87.12,2057143
17,85.88,2055370
18,84.64,1977454
19,81.96,1847590
20,79.8,1786335
21,78.28,1671726
22,77.64,1510303
23,77.12,1373846
24,76.48,1223927
01,75.68,1078787
02,74.88,985619
03,74.04,925656
04,73.68,888025
05,73.52,865693
06,72.92,861132
07,72.08,890483
08,72.6,952624
09,75.8,1096800
10,79.68,1306542
11,81.92,1488918
12,84.32,1662984
13,85,1811793
14,84.88,1878053
15,84.48,1844971
16,82.12,1732355
17,79.6,1638038
18,78.72,1570124
19,76.88,1513060
20,75,1522795
21,74.44,1470705
22,74.12,1330919
23,73.72,1171978
24,72.88,1017488
01,72.96,891175
02,72.08,817202
03,71.68,773859
04,71.2,751471
05,71.04,758559
06,70.96,832671
07,70.72,1000147
08,70.92,1052840
09,73.32,1061266
10,75.92,1147903
11,79.28,1270404
12,81.16,1410798
13,83.16,1551837
14,83.68,1667360
15,83.84,1744124
16,82.84,1780893
17,81.36,1771594
18,79.08,1712268
19,77.28,1664865
20,75,1665491
21,74.36,1572489
22,73.72,1417656
23,73.72,1235530
24,72.72,1058326
01,71.84,918956
02,71.76,852789
03,71.4,811301
04,70.64,791529
05,70.44,795967
06,69.88,873150
07,69.48,1043081
08,69.36,1093083
09,70.56,1060507
10,72.4,1089933
11,75,1160198
12,77.08,1252333
13,77.76,1334345
14,77.64,1353972
15,77.04,1308610
16,76,1254241
17,74.64,1261972
18,73.32,1290983
19,72.48,1306173
20,71.76,1360414
21,70.92,1330161
22,70.12,1213457
23,69.76,1055608
24,69.6,909873
01,69.88,791646
02,68.92,735631
03,68.52,712930
04,67.52,701823
05,67.32,712561
06,66.84,796630
07,66,971331
08,65.76,1001656
09,66.36,957556
10,67.6,968448
11,68.84,993041
12,70.4,1007983
13,71.64,1024233
14,72.44,1043746
15,73.32,1066627
16,74,1114296
17,73.72,1169052
18,72.72,1201991
19,69.52,1186129
20,66.12,1232034
21,64.32,1196680
22,63.08,1079638
23,61.76,931038
24,60.68,782553
01,60.6,676196
02,59.4,627055
03,58.4,605832
04,57.6,604273
05,57.32,627098
06,57,727667
07,56.12,922611
08,55.96,961268
09,59.84,923358
10,64.16,921732
11,68.2,923717
12,71.32,935962
13,73.36,956342
14,75.16,984348
15,76.16,1022507
16,76.92,1076616
17,76.6,1129304
18,75.16,1155128
19,70.56,1140977
20,65.52,1193323
21,63.72,1154485
22,61.8,1049992
23,60.36,915604
24,59.24,781913
01,58.48,680556
02,57.72,636193
03,56.96,616391
04,56.44,617344
05,56.04,642767
06,55.6,736991
07,55.16,906177
08,55.56,965814
09,59.36,956461
10,64.44,957313
11,69.6,952880
12,72.48,946626
13,74.48,954331
14,75.48,974772
15,76.24,1010263
16,76.72,1058245
17,76.4,1102143
18,75.04,1120896
19,71.12,1094686
20,67.12,1128189
21,64.84,1087528
22,63.16,1005571
23,61.92,908972
24,60.64,804097
01,59.44,709843
02,58.92,657386
03,58.52,633396
04,58.32,626437
05,58.24,636694
06,57.48,670563
07,56.96,741856
08,57,835393
09,62.12,934784
10,67.8,986832
11,73.64,1002034
12,77.04,1020502
13,79.08,1062529
14,80.48,1122571
15,80.92,1189811
16,81.16,1249562
17,80.68,1282799
18,79.32,1280959
19,74.72,1229196
20,71.36,1242494
21,69.52,1175685
22,68,1066120
23,66.8,962177
24,65.84,840243
01,64.64,733579
02,63.76,669864
03,63.24,631713
04,62.68,614376
05,62.72,613646
06,61.92,631882
07,61.16,679288
08,61.4,759260
09,66.04,879377
10,71.56,981059
11,76.56,1040768
12,79.36,1113658
13,81.16,1211820
14,81.64,1304776
15,82,1379701
16,82.04,1419520
17,81.56,1445829
18,79.76,1433767
19,76.64,1400285
20,74.08,1442497
21,72.84,1373955
22,72.12,1222698
23,71.16,1053903
24,70.84,891899
01,69.96,769437
02,69.92,708500
03,69.72,675841
04,69.28,662667
05,68.48,675041
06,68.2,763777
07,67.92,937738
08,67.6,984681
09,70.92,975942
10,75.44,1037676
11,79.8,1140451
12,82.4,1259747
13,83.6,1374795
14,83.68,1475325
15,83.88,1541984
16,83.4,1574162
17,82.96,1608055
18,81.04,1635935
19,78.28,1608690
20,75.72,1640223
21,73.96,1548029
22,73.36,1386458
23,72.04,1187729
24,71.64,999436
01,70.56,855295
02,69.76,776009
03,68.72,733559
04,68.4,710905
05,68,720123
06,67.88,801966
07,67.48,979314
08,67.88,1019186
09,70.52,992391
10,73.52,1046218
11,77.64,1160298
12,81.08,1295564
13,82.44,1437506
14,83.72,1557896
15,84.8,1645122
16,84.56,1711580
17,84.28,1752230
18,81.8,1752361
19,78.76,1679970
20,76.12,1674419
21,74.56,1575857
22,73.44,1408643
23,73.04,1213702
24,72.64,1031016
01,71.76,889035
02,70.96,814635
03,70.84,772194
04,70.32,754270
05,70.24,763509
06,70.04,845769
07,69.72,1026680
08,69.6,1075482
09,71.24,1039144
10,73.6,1084564
11,76.6,1163800
12,78.64,1258970
13,80.48,1352443
14,81.2,1435266
15,81.6,1504740
16,81.24,1558600
17,80.2,1570757
18,78.32,1556333
19,76.32,1521862
20,74.52,1547476
21,73.2,1464656
22,72.68,1325503
23,72.24,1159285
24,71.72,988295
01,70.84,854345
02,70.28,782414
03,69.8,743924
04,69.84,731662
05,69.64,741371
06,69.72,824316
07,69.28,1005121
08,69.44,1055226
09,71.04,1029547
10,73.12,1047612
11,75.64,1109868
12,77.92,1202195
13,79.52,1319215
14,80.56,1422621
15,80.48,1491351
16,79.96,1522763
17,80.24,1548217
18,78.48,1544947
19,76.08,1515604
20,74.12,1552899
21,73.36,1474526
22,72.44,1340691
23,71.76,1167224
24,71,994431
01,70.44,855527
02,70.24,779298
03,69.64,738299
04,69.44,713548
05,69.24,725816
06,68.72,810606
07,68.44,981362
08,68.32,1036657
09,70.12,1016742
10,71.96,1057746
11,74.96,1123203
12,76.64,1193850
13,78.4,1287313
14,79.8,1376180
15,80.24,1452692
16,80.44,1514841
17,80.16,1553358
18,78.84,1543383
19,76.72,1483468
20,74.92,1471745
21,73.92,1378273
22,72.8,1261453
23,71.88,1140547
24,71,1004503
01,70.72,871737
02,70.72,784501
03,70.08,738133
04,69.48,715120
05,69.24,710612
06,69,731578
07,68.92,789599
08,68.72,869230
09,70.04,972274
10,72.64,1099755
11,75.08,1207012
12,77.84,1307378
13,80.04,1425432
14,81.28,1535203
15,81.68,1604319
16,82.12,1644297
17,81.4,1643448
18,79.64,1581054
19,77.32,1509777
20,75.64,1499888
21,74.76,1398658
22,74.24,1283468
23,73.28,1161615
24,72.08,1027081
01,70.8,899940
02,69.94,775350
03,69.48,716170
04,69.16,698023
05,69.08,696421
06,69.12,714044
07,68.92,773033
08,71.4,907497
09,75.08,1105018
10,78.32,1267372
11,80.4,1389386
12,81.84,1508428
13,83,1620245
14,84,1699154
15,83.92,1728150
16,83.16,1730578
17,81.56,1702317
18,78.8,1656824
19,77,1687606
20,75.36,1591269
21,74.64,1454898
22,74.12,1291856
23,72.96,1119441
24,72,961800
01,71.28,843453
02,70.8,779135
03,69.96,742792
04,69.36,723787
05,69.32,736007
06,69.28,833333
07,69.12,1012321
08,72.44,1060151
09,76.52,1129363
10,80.72,1254284
11,82.92,1407609
12,84.28,1563237
13,85.6,1685033
14,85.92,1760643
15,85.56,1803102
16,84.32,1808408
17,83.32,1792927
18,80.44,1757667
19,78.36,1807843
20,76.64,1715653
21,75.88,1554836
22,74.56,1386150
23,73.6,1186320
24,73.16,1009173
01,72.44,881731
02,71.96,817633
03,71.6,781446
04,71.56,767172
05,71.52,783283
06,71.28,876355
07,71.24,1064723
08,73.2,1102462
09,75.6,1149584
10,79,1264790
11,82.2,1409692
12,83.8,1559408
13,84.96,1670891
14,85.52,1722991
15,85.2,1736617
16,85.16,1715854
17,83.52,1699169
18,80.28,1679555
19,78.56,1789640
20,77.08,1709324
21,76.08,1565770
22,75.24,1407259
23,75,1220386
24,74.76,1056673
01,74,940869
02,73.64,877987
03,73.56,848229
04,73.36,842610
05,73.36,865711
06,73.68,970027
07,73.44,1161377
08,74.56,1195781
09,76.44,1232805
10,78.8,1286858
11,80.56,1365445
12,81,1444855
13,82.32,1529867
14,82.72,1601563
15,83.56,1635331
16,83.28,1651269
17,81.52,1631989
18,78.04,1601894
19,75.2,1645747
20,73.4,1557004
21,72.44,1431161
22,71.32,1277627
23,70.8,1107611
24,70.16,940716
01,69.16,812131
02,68,748062
03,67.2,713592
04,66.32,701026
05,65.32,710959
06,64.4,801764
07,63.56,974922
08,64.76,994287
09,67.16,980637
10,70.44,1000512
11,72.92,1034378
12,74.76,1069622
13,75.72,1096793
14,76.16,1109029
15,75.56,1107662
16,74.96,1113695
17,73.52,1130259
18,70.84,1166257
19,68.32,1188805
20,67.44,1127657
21,66.88,1095120
22,66.6,1049296
23,66.16,929543
24,65.96,799044
01,65.36,705360
02,64.8,662222
03,64.48,643652
04,64.36,641195
05,63.68,662349
06,63.44,761039
07,63.08,942083
08,64.08,977982
09,66.52,968154
10,69.4,981864
11,72.2,1011920
12,73.64,1043180
13,75.12,1078965
14,75.84,1116556
15,75.92,1153414
16,75.68,1179770
17,74.48,1186342
18,69.92,1179306
19,67.4,1238439
20,65.56,1171596
21,64.92,1082549
22,63.52,999081
23,62.8,901465
24,62.32,801976
01,61.52,712196
02,60.24,664570
03,59.4,644045
04,58.52,635608
05,57.48,645885
06,56.6,687331
07,55.68,770889
08,57.72,880352
09,61.08,973470
10,65.52,1004297
11,68.68,1005665
12,71.52,1011947
13,73.4,1029612
14,74.56,1055164
15,75.12,1080130
16,75,1092260
17,73,1093353
18,67.64,1097082
19,64.2,1165708
20,62.12,1110350
21,61.16,1034344
22,59.6,967528
23,59.08,876329
24,58.68,795802
01,57.4,717250
02,56.6,674779
03,56.28,655822
04,56.12,649407
05,56.4,657426
06,56.32,685892
07,56.64,753117
08,59.2,867150
09,63,984685
10,66.92,1032523
11,69.8,1024947
12,71.68,1024727
13,72.76,1049732
14,73.4,1066858
15,73.84,1068849
16,73.36,1073589
17,71.8,1093763
18,68.96,1148594
19,67.28,1251522
20,65.92,1205783
21,65.16,1125780
22,64.2,1010360
23,63.8,879342
24,63.2,755356
01,63.12,669497
02,63.08,631242
03,62.6,615377
04,62.44,615456
05,62.64,642508
06,62.68,747032
07,62.52,934290
08,65.44,967292
09,70.36,955755
10,75.12,981010
11,77.64,1029227
12,79.8,1102162
13,81,1177191
14,81.48,1251017
15,81.68,1307530
16,80.88,1349500
17,79.12,1375365
18,76.24,1415084
19,73.52,1519388
20,71.8,1458390
21,70.6,1338740
22,69.08,1201427
23,68.52,1036191
24,68.2,887650
01,67.92,767847
02,67.28,709268
03,66.64,679255
04,65.92,667918
05,66.04,685382
06,65.76,780384
07,65.64,964680
08,68.36,990157
09,72.56,1007941
10,76.44,1071042
11,79.96,1163727
12,81.92,1257140
13,82.32,1344890
14,81.96,1392901
15,82.24,1397860
16,81.24,1402711
17,80.2,1428429
18,77.76,1476141
19,76.64,1594916
20,76.04,1563293
21,75.88,1470476
22,75.28,1359080
23,75.56,1219130
24,75.64,1071993
01,75.56,956612
02,75.96,901612
03,75.88,874807
04,75.76,869931
05,75.44,890834
06,75.32,985852
07,74.32,1166172
08,73.56,1191171
09,74,1191251
10,74.16,1221244
11,74.16,1213171
12,73.6,1183872
13,73.84,1145526
14,73.04,1114676
15,71.6,1084527
16,70.36,1081103
17,68.6,1089615
18,64.88,1134770
19,62.2,1246019
20,60.36,1214236
21,58.8,1143139
22,57.96,1046145
23,56.72,922603
24,55.48,807006
01,54.16,721815
02,52.84,691318
03,51.32,686157
04,50.48,702125
05,49.32,750539
06,48.2,907866
07,47.28,1163714
08,49.88,1201378
09,52.88,1121193
10,56.8,1056052
11,60.16,1003340
12,63,964063
13,65.56,941531
14,66.92,922366
15,67.88,913485
16,67.72,927358
17,66.44,969380
18,61.36,1074256
19,57.6,1243764
20,56.08,1257591
21,54.96,1214621
22,53.6,1146501
23,52.96,1042517
24,53.16,930349
01,52.48,850896
02,51.64,823031
03,51.56,819709
04,51.48,831063
05,51.4,877727
06,51.28,1016907
07,51.36,1238087
08,55.8,1249080
09,62.44,1139697
10,68.04,1047277
11,72.04,996094
12,74.16,976167
13,75.56,977967
14,75.64,991218
15,75.6,1006533
16,75.68,1028297
17,74.28,1048296
18,69.48,1085942
19,66.32,1175233
20,64.76,1124336
21,64.88,1055300
22,62.76,985948
23,61.56,903047
24,60.6,808842
01,59.2,731789
02,58.36,687682
03,58.16,666391
04,58.36,661801
05,58.24,679370
06,58.12,723243
07,57.6,802108
08,61.68,903368
09,69,984339
10,74.08,1019243
11,77.4,1044841
12,79.04,1080288
13,79.96,1128384
14,80,1170662
15,79.8,1203261
16,78.64,1217607
17,76.88,1214082
18,74.2,1227735
19,72.64,1285716
20,71.8,1225346
21,71,1139703
22,70.56,1055380
23,70.52,957436
24,69.36,855374
01,69.68,757937
02,69.52,699879
03,69.76,671313
04,69.6,658468
05,69.28,659232
06,69.32,683343
07,69.44,737095
08,70.64,832966
09,73.44,978929
10,76.76,1108065
11,79.44,1207165
12,81.24,1300322
13,82.76,1390410
14,83.12,1457158
15,83.44,1495809
16,82.44,1501660
17,80.88,1491239
18,77.76,1477533
19,75.88,1536655
20,74.52,1447341
21,73.64,1338874
22,72.72,1207667
23,72.16,1072585
24,72.44,934958
01,72.2,823046
02,71.4,759586
03,71.04,726961
04,70.72,715398
05,70.56,727464
06,70.4,791010
07,70.2,899498
08,71.84,975215
09,74.68,1083673
10,77.88,1211640
11,80.8,1341849
12,82.64,1457753
13,83.88,1554153
14,84.28,1632876
15,84.36,1680097
16,83.56,1685276
17,81.84,1674662
18,78.56,1661957
19,76.52,1727420
20,75.36,1632786
21,74.92,1491337
22,74.08,1349576
23,73.64,1171285
24,73.04,1009256
01,72.84,874349
02,72.52,808698
03,72.4,782699
04,72.56,774060
05,72.2,791268
06,72.12,885943
07,71.44,1064818
08,72,1100922
09,73.2,1119257
10,76,1198485
11,78.28,1316683
12,79,1409918
13,77.4,1450227
14,77.96,1430464
15,77.28,1388745
16,74.28,1333173
17,72.12,1294335
18,70.68,1343408
19,68.8,1413765
20,68.28,1360179
21,68.16,1265976
22,67.12,1145804
23,66.16,996062
24,66.32,853707
01,64.52,745741
02,63.76,685744
03,61.76,656668
04,60.28,648503
05,59.2,668967
